"preprocessing","split","age_category","imbalancing_method","predictor_method","define_recid_method","recidivism_prob"
"Method_A","1:2","raw_age_year","Male Only","full","4yr",0.10291889983077
"Method_B","1:2","raw_age_year","Male Only","full","4yr",0.10291889983077
"Method_C","1:2","raw_age_year","Male Only","full","4yr",0.10291889983077
"Method_A","6:4","raw_age_year","Male Only","full","4yr",0.122246097110549
"Method_B","6:4","raw_age_year","Male Only","full","4yr",0.122246097110549
"Method_C","6:4","raw_age_year","Male Only","full","4yr",0.122246097110549
"Method_A","7:3","raw_age_year","Male Only","full","4yr",0.126311630044618
"Method_B","7:3","raw_age_year","Male Only","full","4yr",0.126311630044618
"Method_C","7:3","raw_age_year","Male Only","full","4yr",0.126311630044618
"Method_A","8:2","raw_age_year","Male Only","full","4yr",0.110899424583661
"Method_B","8:2","raw_age_year","Male Only","full","4yr",0.110899424583661
"Method_C","8:2","raw_age_year","Male Only","full","4yr",0.110899424583661
"Method_A","1:2","age_cat_compas","Male Only","full","4yr",0.10291889983077
"Method_B","1:2","age_cat_compas","Male Only","full","4yr",0.10291889983077
"Method_C","1:2","age_cat_compas","Male Only","full","4yr",0.10291889983077
"Method_A","6:4","age_cat_compas","Male Only","full","4yr",0.122246097110549
"Method_B","6:4","age_cat_compas","Male Only","full","4yr",0.122246097110549
"Method_C","6:4","age_cat_compas","Male Only","full","4yr",0.122246097110549
"Method_A","7:3","age_cat_compas","Male Only","full","4yr",0.126311630044618
"Method_B","7:3","age_cat_compas","Male Only","full","4yr",0.126311630044618
"Method_C","7:3","age_cat_compas","Male Only","full","4yr",0.126311630044618
"Method_A","8:2","age_cat_compas","Male Only","full","4yr",0.110899424583661
"Method_B","8:2","age_cat_compas","Male Only","full","4yr",0.110899424583661
"Method_C","8:2","age_cat_compas","Male Only","full","4yr",0.110899424583661
"Method_A","1:2","age_cat_nij","Male Only","full","4yr",0.10291889983077
"Method_B","1:2","age_cat_nij","Male Only","full","4yr",0.10291889983077
"Method_C","1:2","age_cat_nij","Male Only","full","4yr",0.10291889983077
"Method_A","6:4","age_cat_nij","Male Only","full","4yr",0.122246097110549
"Method_B","6:4","age_cat_nij","Male Only","full","4yr",0.122246097110549
"Method_C","6:4","age_cat_nij","Male Only","full","4yr",0.122246097110549
"Method_A","7:3","age_cat_nij","Male Only","full","4yr",0.126311630044618
"Method_B","7:3","age_cat_nij","Male Only","full","4yr",0.126311630044618
"Method_C","7:3","age_cat_nij","Male Only","full","4yr",0.126311630044618
"Method_A","8:2","age_cat_nij","Male Only","full","4yr",0.110899424583661
"Method_B","8:2","age_cat_nij","Male Only","full","4yr",0.110899424583661
"Method_C","8:2","age_cat_nij","Male Only","full","4yr",0.110899424583661
"Method_A","1:2","raw_age_year","Female Only","full","4yr",0.0280273121031779
"Method_B","1:2","raw_age_year","Female Only","full","4yr",0.0280273121031779
"Method_C","1:2","raw_age_year","Female Only","full","4yr",0.0280273121031779
"Method_A","6:4","raw_age_year","Female Only","full","4yr",0
"Method_B","6:4","raw_age_year","Female Only","full","4yr",0
"Method_C","6:4","raw_age_year","Female Only","full","4yr",0
"Method_A","7:3","raw_age_year","Female Only","full","4yr",2.60139022834061e-05
"Method_B","7:3","raw_age_year","Female Only","full","4yr",2.60139022834061e-05
"Method_C","7:3","raw_age_year","Female Only","full","4yr",2.60139022834061e-05
"Method_A","8:2","raw_age_year","Female Only","full","4yr",1.11325004553686e-05
"Method_B","8:2","raw_age_year","Female Only","full","4yr",1.11325004553686e-05
"Method_C","8:2","raw_age_year","Female Only","full","4yr",1.11325004553686e-05
"Method_A","1:2","age_cat_compas","Female Only","full","4yr",0.0280273121031779
"Method_B","1:2","age_cat_compas","Female Only","full","4yr",0.0280273121031779
"Method_C","1:2","age_cat_compas","Female Only","full","4yr",0.0280273121031779
"Method_A","6:4","age_cat_compas","Female Only","full","4yr",0
"Method_B","6:4","age_cat_compas","Female Only","full","4yr",0
"Method_C","6:4","age_cat_compas","Female Only","full","4yr",0
"Method_A","7:3","age_cat_compas","Female Only","full","4yr",2.60139022834061e-05
"Method_B","7:3","age_cat_compas","Female Only","full","4yr",2.60139022834061e-05
"Method_C","7:3","age_cat_compas","Female Only","full","4yr",2.60139022834061e-05
"Method_A","8:2","age_cat_compas","Female Only","full","4yr",1.11325004553686e-05
"Method_B","8:2","age_cat_compas","Female Only","full","4yr",1.11325004553686e-05
"Method_C","8:2","age_cat_compas","Female Only","full","4yr",1.11325004553686e-05
"Method_A","1:2","age_cat_nij","Female Only","full","4yr",0.0280273121031779
"Method_B","1:2","age_cat_nij","Female Only","full","4yr",0.0280273121031779
"Method_C","1:2","age_cat_nij","Female Only","full","4yr",0.0280273121031779
"Method_A","6:4","age_cat_nij","Female Only","full","4yr",0
"Method_B","6:4","age_cat_nij","Female Only","full","4yr",0
"Method_C","6:4","age_cat_nij","Female Only","full","4yr",0
"Method_A","7:3","age_cat_nij","Female Only","full","4yr",2.60139022834061e-05
"Method_B","7:3","age_cat_nij","Female Only","full","4yr",2.60139022834061e-05
"Method_C","7:3","age_cat_nij","Female Only","full","4yr",2.60139022834061e-05
"Method_A","8:2","age_cat_nij","Female Only","full","4yr",1.11325004553686e-05
"Method_B","8:2","age_cat_nij","Female Only","full","4yr",1.11325004553686e-05
"Method_C","8:2","age_cat_nij","Female Only","full","4yr",1.11325004553686e-05
"Method_A","1:2","raw_age_year","Weighting","full","4yr",0.0524768254331678
"Method_B","1:2","raw_age_year","Weighting","full","4yr",0.0524768254331678
"Method_C","1:2","raw_age_year","Weighting","full","4yr",0.0524768254331678
"Method_A","6:4","raw_age_year","Weighting","full","4yr",0.0358684031153599
"Method_B","6:4","raw_age_year","Weighting","full","4yr",0.0358684031153599
"Method_C","6:4","raw_age_year","Weighting","full","4yr",0.0358684031153599
"Method_A","7:3","raw_age_year","Weighting","full","4yr",0.0477102723957732
"Method_B","7:3","raw_age_year","Weighting","full","4yr",0.0477102723957732
"Method_C","7:3","raw_age_year","Weighting","full","4yr",0.0477102723957732
"Method_A","8:2","raw_age_year","Weighting","full","4yr",0.0487293583823802
"Method_B","8:2","raw_age_year","Weighting","full","4yr",0.0487293583823802
"Method_C","8:2","raw_age_year","Weighting","full","4yr",0.0487293583823802
"Method_A","1:2","age_cat_compas","Weighting","full","4yr",0.0524768254331678
"Method_B","1:2","age_cat_compas","Weighting","full","4yr",0.0524768254331678
"Method_C","1:2","age_cat_compas","Weighting","full","4yr",0.0524768254331678
"Method_A","6:4","age_cat_compas","Weighting","full","4yr",0.0358684031153599
"Method_B","6:4","age_cat_compas","Weighting","full","4yr",0.0358684031153599
"Method_C","6:4","age_cat_compas","Weighting","full","4yr",0.0358684031153599
"Method_A","7:3","age_cat_compas","Weighting","full","4yr",0.0477102723957732
"Method_B","7:3","age_cat_compas","Weighting","full","4yr",0.0477102723957732
"Method_C","7:3","age_cat_compas","Weighting","full","4yr",0.0477102723957732
"Method_A","8:2","age_cat_compas","Weighting","full","4yr",0.0487293583823802
"Method_B","8:2","age_cat_compas","Weighting","full","4yr",0.0487293583823802
"Method_C","8:2","age_cat_compas","Weighting","full","4yr",0.0487293583823802
"Method_A","1:2","age_cat_nij","Weighting","full","4yr",0.0524768254331678
"Method_B","1:2","age_cat_nij","Weighting","full","4yr",0.0524768254331678
"Method_C","1:2","age_cat_nij","Weighting","full","4yr",0.0524768254331678
"Method_A","6:4","age_cat_nij","Weighting","full","4yr",0.0358684031153599
"Method_B","6:4","age_cat_nij","Weighting","full","4yr",0.0358684031153599
"Method_C","6:4","age_cat_nij","Weighting","full","4yr",0.0358684031153599
"Method_A","7:3","age_cat_nij","Weighting","full","4yr",0.0477102723957732
"Method_B","7:3","age_cat_nij","Weighting","full","4yr",0.0477102723957732
"Method_C","7:3","age_cat_nij","Weighting","full","4yr",0.0477102723957732
"Method_A","8:2","age_cat_nij","Weighting","full","4yr",0.0487293583823802
"Method_B","8:2","age_cat_nij","Weighting","full","4yr",0.0487293583823802
"Method_C","8:2","age_cat_nij","Weighting","full","4yr",0.0487293583823802
"Method_A","1:2","raw_age_year","Undersampling","final","4yr",0.0434195630200325
"Method_B","1:2","raw_age_year","Undersampling","final","4yr",0.0434195630200325
"Method_C","1:2","raw_age_year","Undersampling","final","4yr",0.0434195630200325
"Method_A","6:4","raw_age_year","Undersampling","final","4yr",0.0136186442871064
"Method_B","6:4","raw_age_year","Undersampling","final","4yr",0.0136186442871064
"Method_C","6:4","raw_age_year","Undersampling","final","4yr",0.0136186442871064
"Method_A","7:3","raw_age_year","Undersampling","final","4yr",0.0206392166614393
"Method_B","7:3","raw_age_year","Undersampling","final","4yr",0.0206392166614393
"Method_C","7:3","raw_age_year","Undersampling","final","4yr",0.0206392166614393
"Method_A","8:2","raw_age_year","Undersampling","final","4yr",0.0176479091953894
"Method_B","8:2","raw_age_year","Undersampling","final","4yr",0.0176479091953894
"Method_C","8:2","raw_age_year","Undersampling","final","4yr",0.0176479091953894
"Method_A","1:2","age_cat_compas","Undersampling","final","4yr",0.0434195630200325
"Method_B","1:2","age_cat_compas","Undersampling","final","4yr",0.0434195630200325
"Method_C","1:2","age_cat_compas","Undersampling","final","4yr",0.0434195630200325
"Method_A","6:4","age_cat_compas","Undersampling","final","4yr",0.0136186442871064
"Method_B","6:4","age_cat_compas","Undersampling","final","4yr",0.0136186442871064
"Method_C","6:4","age_cat_compas","Undersampling","final","4yr",0.0136186442871064
"Method_A","7:3","age_cat_compas","Undersampling","final","4yr",0.0206392166614393
"Method_B","7:3","age_cat_compas","Undersampling","final","4yr",0.0206392166614393
"Method_C","7:3","age_cat_compas","Undersampling","final","4yr",0.0206392166614393
"Method_A","8:2","age_cat_compas","Undersampling","final","4yr",0.0176479091953894
"Method_B","8:2","age_cat_compas","Undersampling","final","4yr",0.0176479091953894
"Method_C","8:2","age_cat_compas","Undersampling","final","4yr",0.0176479091953894
"Method_A","1:2","age_cat_nij","Undersampling","final","4yr",0.0434195630200325
"Method_B","1:2","age_cat_nij","Undersampling","final","4yr",0.0434195630200325
"Method_C","1:2","age_cat_nij","Undersampling","final","4yr",0.0434195630200325
"Method_A","6:4","age_cat_nij","Undersampling","final","4yr",0.0136186442871064
"Method_B","6:4","age_cat_nij","Undersampling","final","4yr",0.0136186442871064
"Method_C","6:4","age_cat_nij","Undersampling","final","4yr",0.0136186442871064
"Method_A","7:3","age_cat_nij","Undersampling","final","4yr",0.0206392166614393
"Method_B","7:3","age_cat_nij","Undersampling","final","4yr",0.0206392166614393
"Method_C","7:3","age_cat_nij","Undersampling","final","4yr",0.0206392166614393
"Method_A","8:2","age_cat_nij","Undersampling","final","4yr",0.0176479091953894
"Method_B","8:2","age_cat_nij","Undersampling","final","4yr",0.0176479091953894
"Method_C","8:2","age_cat_nij","Undersampling","final","4yr",0.0176479091953894
"Method_A","1:2","raw_age_year","Oversampling","final","4yr",0.0535555545839476
"Method_B","1:2","raw_age_year","Oversampling","final","4yr",0.0535555545839476
"Method_C","1:2","raw_age_year","Oversampling","final","4yr",0.0535555545839476
"Method_A","6:4","raw_age_year","Oversampling","final","4yr",0.0159496342717463
"Method_B","6:4","raw_age_year","Oversampling","final","4yr",0.0159496342717463
"Method_C","6:4","raw_age_year","Oversampling","final","4yr",0.0159496342717463
"Method_A","7:3","raw_age_year","Oversampling","final","4yr",0.0231559726681405
"Method_B","7:3","raw_age_year","Oversampling","final","4yr",0.0231559726681405
"Method_C","7:3","raw_age_year","Oversampling","final","4yr",0.0231559726681405
"Method_A","8:2","raw_age_year","Oversampling","final","4yr",0.0298392642524712
"Method_B","8:2","raw_age_year","Oversampling","final","4yr",0.0298392642524712
"Method_C","8:2","raw_age_year","Oversampling","final","4yr",0.0298392642524712
"Method_A","1:2","age_cat_compas","Oversampling","final","4yr",0.0535555545839476
"Method_B","1:2","age_cat_compas","Oversampling","final","4yr",0.0535555545839476
"Method_C","1:2","age_cat_compas","Oversampling","final","4yr",0.0535555545839476
"Method_A","6:4","age_cat_compas","Oversampling","final","4yr",0.0159496342717463
"Method_B","6:4","age_cat_compas","Oversampling","final","4yr",0.0159496342717463
"Method_C","6:4","age_cat_compas","Oversampling","final","4yr",0.0159496342717463
"Method_A","7:3","age_cat_compas","Oversampling","final","4yr",0.0231559726681405
"Method_B","7:3","age_cat_compas","Oversampling","final","4yr",0.0231559726681405
"Method_C","7:3","age_cat_compas","Oversampling","final","4yr",0.0231559726681405
"Method_A","8:2","age_cat_compas","Oversampling","final","4yr",0.0298392642524712
"Method_B","8:2","age_cat_compas","Oversampling","final","4yr",0.0298392642524712
"Method_C","8:2","age_cat_compas","Oversampling","final","4yr",0.0298392642524712
"Method_A","1:2","age_cat_nij","Oversampling","final","4yr",0.0535555545839476
"Method_B","1:2","age_cat_nij","Oversampling","final","4yr",0.0535555545839476
"Method_C","1:2","age_cat_nij","Oversampling","final","4yr",0.0535555545839476
"Method_A","6:4","age_cat_nij","Oversampling","final","4yr",0.0159496342717463
"Method_B","6:4","age_cat_nij","Oversampling","final","4yr",0.0159496342717463
"Method_C","6:4","age_cat_nij","Oversampling","final","4yr",0.0159496342717463
"Method_A","7:3","age_cat_nij","Oversampling","final","4yr",0.0231559726681405
"Method_B","7:3","age_cat_nij","Oversampling","final","4yr",0.0231559726681405
"Method_C","7:3","age_cat_nij","Oversampling","final","4yr",0.0231559726681405
"Method_A","8:2","age_cat_nij","Oversampling","final","4yr",0.0298392642524712
"Method_B","8:2","age_cat_nij","Oversampling","final","4yr",0.0298392642524712
"Method_C","8:2","age_cat_nij","Oversampling","final","4yr",0.0298392642524712
"Method_A","1:2","raw_age_year","Male Only","final","4yr",0.111930193680037
"Method_B","1:2","raw_age_year","Male Only","final","4yr",0.111930193680037
"Method_C","1:2","raw_age_year","Male Only","final","4yr",0.111930193680037
"Method_A","6:4","raw_age_year","Male Only","final","4yr",0.115609311141601
"Method_B","6:4","raw_age_year","Male Only","final","4yr",0.115609311141601
"Method_C","6:4","raw_age_year","Male Only","final","4yr",0.115609311141601
"Method_A","7:3","raw_age_year","Male Only","final","4yr",0.116225511919762
"Method_B","7:3","raw_age_year","Male Only","final","4yr",0.116225511919762
"Method_C","7:3","raw_age_year","Male Only","final","4yr",0.116225511919762
"Method_A","8:2","raw_age_year","Male Only","final","4yr",0.109635851403343
"Method_B","8:2","raw_age_year","Male Only","final","4yr",0.109635851403343
"Method_C","8:2","raw_age_year","Male Only","final","4yr",0.109635851403343
"Method_A","1:2","age_cat_compas","Male Only","final","4yr",0.111930193680037
"Method_B","1:2","age_cat_compas","Male Only","final","4yr",0.111930193680037
"Method_C","1:2","age_cat_compas","Male Only","final","4yr",0.111930193680037
"Method_A","6:4","age_cat_compas","Male Only","final","4yr",0.115609311141601
"Method_B","6:4","age_cat_compas","Male Only","final","4yr",0.115609311141601
"Method_C","6:4","age_cat_compas","Male Only","final","4yr",0.115609311141601
"Method_A","7:3","age_cat_compas","Male Only","final","4yr",0.116225511919762
"Method_B","7:3","age_cat_compas","Male Only","final","4yr",0.116225511919762
"Method_C","7:3","age_cat_compas","Male Only","final","4yr",0.116225511919762
