"preprocessing","split","age_category","imbalancing_method","predictor_method","define_recid_method","recidivism_prob"
"Method_C","7:3","age_cat_nij","Male Only","protected","4yr",0.274408271763245
"Method_A","8:2","age_cat_nij","Male Only","protected","4yr",0.262432828512924
"Method_B","8:2","age_cat_nij","Male Only","protected","4yr",0.262432828512924
"Method_C","8:2","age_cat_nij","Male Only","protected","4yr",0.262432828512924
"Method_A","1:2","raw_age_year","Female Only","protected","4yr",0.164404676668217
"Method_B","1:2","raw_age_year","Female Only","protected","4yr",0.164404676668217
"Method_C","1:2","raw_age_year","Female Only","protected","4yr",0.164404676668217
"Method_A","6:4","raw_age_year","Female Only","protected","4yr",0.0434542876686218
"Method_B","6:4","raw_age_year","Female Only","protected","4yr",0.0434542876686218
"Method_C","6:4","raw_age_year","Female Only","protected","4yr",0.0434542876686218
"Method_A","7:3","raw_age_year","Female Only","protected","4yr",0.117403188593355
"Method_B","7:3","raw_age_year","Female Only","protected","4yr",0.117403188593355
"Method_C","7:3","raw_age_year","Female Only","protected","4yr",0.117403188593355
"Method_A","8:2","raw_age_year","Female Only","protected","4yr",0.156333725833048
"Method_B","8:2","raw_age_year","Female Only","protected","4yr",0.156333725833048
"Method_C","8:2","raw_age_year","Female Only","protected","4yr",0.156333725833048
"Method_A","1:2","age_cat_compas","Female Only","protected","4yr",0.164404676668217
"Method_B","1:2","age_cat_compas","Female Only","protected","4yr",0.164404676668217
"Method_C","1:2","age_cat_compas","Female Only","protected","4yr",0.164404676668217
"Method_A","6:4","age_cat_compas","Female Only","protected","4yr",0.0434542876686218
"Method_B","6:4","age_cat_compas","Female Only","protected","4yr",0.0434542876686218
"Method_C","6:4","age_cat_compas","Female Only","protected","4yr",0.0434542876686218
"Method_A","7:3","age_cat_compas","Female Only","protected","4yr",0.117403188593355
"Method_B","7:3","age_cat_compas","Female Only","protected","4yr",0.117403188593355
"Method_C","7:3","age_cat_compas","Female Only","protected","4yr",0.117403188593355
"Method_A","8:2","age_cat_compas","Female Only","protected","4yr",0.156333725833048
"Method_B","8:2","age_cat_compas","Female Only","protected","4yr",0.156333725833048
"Method_C","8:2","age_cat_compas","Female Only","protected","4yr",0.156333725833048
"Method_A","1:2","age_cat_nij","Female Only","protected","4yr",0.164404676668217
"Method_B","1:2","age_cat_nij","Female Only","protected","4yr",0.164404676668217
"Method_C","1:2","age_cat_nij","Female Only","protected","4yr",0.164404676668217
"Method_A","6:4","age_cat_nij","Female Only","protected","4yr",0.0434542876686218
"Method_B","6:4","age_cat_nij","Female Only","protected","4yr",0.0434542876686218
"Method_C","6:4","age_cat_nij","Female Only","protected","4yr",0.0434542876686218
"Method_A","7:3","age_cat_nij","Female Only","protected","4yr",0.117403188593355
"Method_B","7:3","age_cat_nij","Female Only","protected","4yr",0.117403188593355
"Method_C","7:3","age_cat_nij","Female Only","protected","4yr",0.117403188593355
"Method_A","8:2","age_cat_nij","Female Only","protected","4yr",0.156333725833048
"Method_B","8:2","age_cat_nij","Female Only","protected","4yr",0.156333725833048
"Method_C","8:2","age_cat_nij","Female Only","protected","4yr",0.156333725833048
"Method_A","1:2","raw_age_year","Weighting","protected","4yr",0.251622102356247
"Method_B","1:2","raw_age_year","Weighting","protected","4yr",0.251622102356247
"Method_C","1:2","raw_age_year","Weighting","protected","4yr",0.251622102356247
"Method_A","6:4","raw_age_year","Weighting","protected","4yr",0.251353161479356
"Method_B","6:4","raw_age_year","Weighting","protected","4yr",0.251353161479356
"Method_C","6:4","raw_age_year","Weighting","protected","4yr",0.251353161479356
"Method_A","7:3","raw_age_year","Weighting","protected","4yr",0.262630988447449
"Method_B","7:3","raw_age_year","Weighting","protected","4yr",0.262630988447449
"Method_C","7:3","raw_age_year","Weighting","protected","4yr",0.262630988447449
"Method_A","8:2","raw_age_year","Weighting","protected","4yr",0.253027464345082
"Method_B","8:2","raw_age_year","Weighting","protected","4yr",0.253027464345082
"Method_C","8:2","raw_age_year","Weighting","protected","4yr",0.253027464345082
"Method_A","1:2","age_cat_compas","Weighting","protected","4yr",0.251622102356247
"Method_B","1:2","age_cat_compas","Weighting","protected","4yr",0.251622102356247
"Method_C","1:2","age_cat_compas","Weighting","protected","4yr",0.251622102356247
"Method_A","6:4","age_cat_compas","Weighting","protected","4yr",0.251353161479356
"Method_B","6:4","age_cat_compas","Weighting","protected","4yr",0.251353161479356
"Method_C","6:4","age_cat_compas","Weighting","protected","4yr",0.251353161479356
"Method_A","7:3","age_cat_compas","Weighting","protected","4yr",0.262630988447449
"Method_B","7:3","age_cat_compas","Weighting","protected","4yr",0.262630988447449
"Method_C","7:3","age_cat_compas","Weighting","protected","4yr",0.262630988447449
"Method_A","8:2","age_cat_compas","Weighting","protected","4yr",0.253027464345082
"Method_B","8:2","age_cat_compas","Weighting","protected","4yr",0.253027464345082
"Method_C","8:2","age_cat_compas","Weighting","protected","4yr",0.253027464345082
"Method_A","1:2","age_cat_nij","Weighting","protected","4yr",0.251622102356247
"Method_B","1:2","age_cat_nij","Weighting","protected","4yr",0.251622102356247
"Method_C","1:2","age_cat_nij","Weighting","protected","4yr",0.251622102356247
"Method_A","6:4","age_cat_nij","Weighting","protected","4yr",0.251353161479356
"Method_B","6:4","age_cat_nij","Weighting","protected","4yr",0.251353161479356
"Method_C","6:4","age_cat_nij","Weighting","protected","4yr",0.251353161479356
"Method_A","7:3","age_cat_nij","Weighting","protected","4yr",0.262630988447449
"Method_B","7:3","age_cat_nij","Weighting","protected","4yr",0.262630988447449
"Method_C","7:3","age_cat_nij","Weighting","protected","4yr",0.262630988447449
"Method_A","8:2","age_cat_nij","Weighting","protected","4yr",0.253027464345082
"Method_B","8:2","age_cat_nij","Weighting","protected","4yr",0.253027464345082
"Method_C","8:2","age_cat_nij","Weighting","protected","4yr",0.253027464345082
"Method_A","1:2","raw_age_year","Undersampling","full","5yr",0.0501066695517779
"Method_B","1:2","raw_age_year","Undersampling","full","5yr",0.0501066695517779
"Method_C","1:2","raw_age_year","Undersampling","full","5yr",0.0501066695517779
"Method_A","6:4","raw_age_year","Undersampling","full","5yr",0.0166286164288791
"Method_B","6:4","raw_age_year","Undersampling","full","5yr",0.0166286164288791
"Method_C","6:4","raw_age_year","Undersampling","full","5yr",0.0166286164288791
"Method_A","7:3","raw_age_year","Undersampling","full","5yr",0.0174615398295908
"Method_B","7:3","raw_age_year","Undersampling","full","5yr",0.0174615398295908
"Method_C","7:3","raw_age_year","Undersampling","full","5yr",0.0174615398295908
"Method_A","8:2","raw_age_year","Undersampling","full","5yr",0.00791458806614076
"Method_B","8:2","raw_age_year","Undersampling","full","5yr",0.00791458806614076
"Method_C","8:2","raw_age_year","Undersampling","full","5yr",0.00791458806614076
"Method_A","1:2","age_cat_compas","Undersampling","full","5yr",0.0501066695517779
"Method_B","1:2","age_cat_compas","Undersampling","full","5yr",0.0501066695517779
"Method_C","1:2","age_cat_compas","Undersampling","full","5yr",0.0501066695517779
"Method_A","6:4","age_cat_compas","Undersampling","full","5yr",0.0166286164288791
"Method_B","6:4","age_cat_compas","Undersampling","full","5yr",0.0166286164288791
"Method_C","6:4","age_cat_compas","Undersampling","full","5yr",0.0166286164288791
"Method_A","7:3","age_cat_compas","Undersampling","full","5yr",0.0174615398295908
"Method_B","7:3","age_cat_compas","Undersampling","full","5yr",0.0174615398295908
"Method_C","7:3","age_cat_compas","Undersampling","full","5yr",0.0174615398295908
"Method_A","8:2","age_cat_compas","Undersampling","full","5yr",0.00791458806614076
"Method_B","8:2","age_cat_compas","Undersampling","full","5yr",0.00791458806614076
"Method_C","8:2","age_cat_compas","Undersampling","full","5yr",0.00791458806614076
"Method_A","1:2","age_cat_nij","Undersampling","full","5yr",0.0501066695517779
"Method_B","1:2","age_cat_nij","Undersampling","full","5yr",0.0501066695517779
"Method_C","1:2","age_cat_nij","Undersampling","full","5yr",0.0501066695517779
"Method_A","6:4","age_cat_nij","Undersampling","full","5yr",0.0166286164288791
"Method_B","6:4","age_cat_nij","Undersampling","full","5yr",0.0166286164288791
"Method_C","6:4","age_cat_nij","Undersampling","full","5yr",0.0166286164288791
"Method_A","7:3","age_cat_nij","Undersampling","full","5yr",0.0174615398295908
"Method_B","7:3","age_cat_nij","Undersampling","full","5yr",0.0174615398295908
"Method_C","7:3","age_cat_nij","Undersampling","full","5yr",0.0174615398295908
"Method_A","8:2","age_cat_nij","Undersampling","full","5yr",0.00791458806614076
"Method_B","8:2","age_cat_nij","Undersampling","full","5yr",0.00791458806614076
"Method_C","8:2","age_cat_nij","Undersampling","full","5yr",0.00791458806614076
"Method_A","1:2","raw_age_year","Oversampling","full","5yr",0.0536910413736307
"Method_B","1:2","raw_age_year","Oversampling","full","5yr",0.0536910413736307
"Method_C","1:2","raw_age_year","Oversampling","full","5yr",0.0536910413736307
"Method_A","6:4","raw_age_year","Oversampling","full","5yr",0.0179703529323776
"Method_B","6:4","raw_age_year","Oversampling","full","5yr",0.0179703529323776
"Method_C","6:4","raw_age_year","Oversampling","full","5yr",0.0179703529323776
"Method_A","7:3","raw_age_year","Oversampling","full","5yr",0.0295874736869877
"Method_B","7:3","raw_age_year","Oversampling","full","5yr",0.0295874736869877
"Method_C","7:3","raw_age_year","Oversampling","full","5yr",0.0295874736869877
"Method_A","8:2","raw_age_year","Oversampling","full","5yr",0.0325765723963257
"Method_B","8:2","raw_age_year","Oversampling","full","5yr",0.0325765723963257
"Method_C","8:2","raw_age_year","Oversampling","full","5yr",0.0325765723963257
"Method_A","1:2","age_cat_compas","Oversampling","full","5yr",0.0536910413736307
"Method_B","1:2","age_cat_compas","Oversampling","full","5yr",0.0536910413736307
"Method_C","1:2","age_cat_compas","Oversampling","full","5yr",0.0536910413736307
"Method_A","6:4","age_cat_compas","Oversampling","full","5yr",0.0179703529323776
"Method_B","6:4","age_cat_compas","Oversampling","full","5yr",0.0179703529323776
"Method_C","6:4","age_cat_compas","Oversampling","full","5yr",0.0179703529323776
"Method_A","7:3","age_cat_compas","Oversampling","full","5yr",0.0295874736869877
"Method_B","7:3","age_cat_compas","Oversampling","full","5yr",0.0295874736869877
"Method_C","7:3","age_cat_compas","Oversampling","full","5yr",0.0295874736869877
"Method_A","8:2","age_cat_compas","Oversampling","full","5yr",0.0325765723963257
"Method_B","8:2","age_cat_compas","Oversampling","full","5yr",0.0325765723963257
"Method_C","8:2","age_cat_compas","Oversampling","full","5yr",0.0325765723963257
"Method_A","1:2","age_cat_nij","Oversampling","full","5yr",0.0536910413736307
"Method_B","1:2","age_cat_nij","Oversampling","full","5yr",0.0536910413736307
"Method_C","1:2","age_cat_nij","Oversampling","full","5yr",0.0536910413736307
"Method_A","6:4","age_cat_nij","Oversampling","full","5yr",0.0179703529323776
"Method_B","6:4","age_cat_nij","Oversampling","full","5yr",0.0179703529323776
"Method_C","6:4","age_cat_nij","Oversampling","full","5yr",0.0179703529323776
"Method_A","7:3","age_cat_nij","Oversampling","full","5yr",0.0295874736869877
"Method_B","7:3","age_cat_nij","Oversampling","full","5yr",0.0295874736869877
"Method_C","7:3","age_cat_nij","Oversampling","full","5yr",0.0295874736869877
"Method_A","8:2","age_cat_nij","Oversampling","full","5yr",0.0325765723963257
"Method_B","8:2","age_cat_nij","Oversampling","full","5yr",0.0325765723963257
"Method_C","8:2","age_cat_nij","Oversampling","full","5yr",0.0325765723963257
"Method_A","1:2","raw_age_year","Male Only","full","5yr",0.114856166348578
"Method_B","1:2","raw_age_year","Male Only","full","5yr",0.114856166348578
"Method_C","1:2","raw_age_year","Male Only","full","5yr",0.114856166348578
"Method_A","6:4","raw_age_year","Male Only","full","5yr",0.133741354662121
"Method_B","6:4","raw_age_year","Male Only","full","5yr",0.133741354662121
"Method_C","6:4","raw_age_year","Male Only","full","5yr",0.133741354662121
"Method_A","7:3","raw_age_year","Male Only","full","5yr",0.138129539819216
"Method_B","7:3","raw_age_year","Male Only","full","5yr",0.138129539819216
"Method_C","7:3","raw_age_year","Male Only","full","5yr",0.138129539819216
"Method_A","8:2","raw_age_year","Male Only","full","5yr",0.122777224361262
"Method_B","8:2","raw_age_year","Male Only","full","5yr",0.122777224361262
"Method_C","8:2","raw_age_year","Male Only","full","5yr",0.122777224361262
"Method_A","1:2","age_cat_compas","Male Only","full","5yr",0.114856166348578
"Method_B","1:2","age_cat_compas","Male Only","full","5yr",0.114856166348578
"Method_C","1:2","age_cat_compas","Male Only","full","5yr",0.114856166348578
"Method_A","6:4","age_cat_compas","Male Only","full","5yr",0.133741354662121
"Method_B","6:4","age_cat_compas","Male Only","full","5yr",0.133741354662121
"Method_C","6:4","age_cat_compas","Male Only","full","5yr",0.133741354662121
"Method_A","7:3","age_cat_compas","Male Only","full","5yr",0.138129539819216
"Method_B","7:3","age_cat_compas","Male Only","full","5yr",0.138129539819216
"Method_C","7:3","age_cat_compas","Male Only","full","5yr",0.138129539819216
"Method_A","8:2","age_cat_compas","Male Only","full","5yr",0.122777224361262
"Method_B","8:2","age_cat_compas","Male Only","full","5yr",0.122777224361262
"Method_C","8:2","age_cat_compas","Male Only","full","5yr",0.122777224361262
"Method_A","1:2","age_cat_nij","Male Only","full","5yr",0.114856166348578
"Method_B","1:2","age_cat_nij","Male Only","full","5yr",0.114856166348578
"Method_C","1:2","age_cat_nij","Male Only","full","5yr",0.114856166348578
"Method_A","6:4","age_cat_nij","Male Only","full","5yr",0.133741354662121
"Method_B","6:4","age_cat_nij","Male Only","full","5yr",0.133741354662121
"Method_C","6:4","age_cat_nij","Male Only","full","5yr",0.133741354662121
"Method_A","7:3","age_cat_nij","Male Only","full","5yr",0.138129539819216
"Method_B","7:3","age_cat_nij","Male Only","full","5yr",0.138129539819216
"Method_C","7:3","age_cat_nij","Male Only","full","5yr",0.138129539819216
"Method_A","8:2","age_cat_nij","Male Only","full","5yr",0.122777224361262
"Method_B","8:2","age_cat_nij","Male Only","full","5yr",0.122777224361262
"Method_C","8:2","age_cat_nij","Male Only","full","5yr",0.122777224361262
"Method_A","1:2","raw_age_year","Female Only","full","5yr",0.0320381664982338
"Method_B","1:2","raw_age_year","Female Only","full","5yr",0.0320381664982338
"Method_C","1:2","raw_age_year","Female Only","full","5yr",0.0320381664982338
"Method_A","6:4","raw_age_year","Female Only","full","5yr",0
"Method_B","6:4","raw_age_year","Female Only","full","5yr",0
"Method_C","6:4","raw_age_year","Female Only","full","5yr",0
"Method_A","7:3","raw_age_year","Female Only","full","5yr",3.02400134964964e-05
"Method_B","7:3","raw_age_year","Female Only","full","5yr",3.02400134964964e-05
"Method_C","7:3","raw_age_year","Female Only","full","5yr",3.02400134964964e-05
"Method_A","8:2","raw_age_year","Female Only","full","5yr",1.24567675838794e-05
"Method_B","8:2","raw_age_year","Female Only","full","5yr",1.24567675838794e-05
"Method_C","8:2","raw_age_year","Female Only","full","5yr",1.24567675838794e-05
"Method_A","1:2","age_cat_compas","Female Only","full","5yr",0.0320381664982338
"Method_B","1:2","age_cat_compas","Female Only","full","5yr",0.0320381664982338
"Method_C","1:2","age_cat_compas","Female Only","full","5yr",0.0320381664982338
"Method_A","6:4","age_cat_compas","Female Only","full","5yr",0
"Method_B","6:4","age_cat_compas","Female Only","full","5yr",0
"Method_C","6:4","age_cat_compas","Female Only","full","5yr",0
"Method_A","7:3","age_cat_compas","Female Only","full","5yr",3.02400134964964e-05
"Method_B","7:3","age_cat_compas","Female Only","full","5yr",3.02400134964964e-05
"Method_C","7:3","age_cat_compas","Female Only","full","5yr",3.02400134964964e-05
"Method_A","8:2","age_cat_compas","Female Only","full","5yr",1.24567675838794e-05
"Method_B","8:2","age_cat_compas","Female Only","full","5yr",1.24567675838794e-05
"Method_C","8:2","age_cat_compas","Female Only","full","5yr",1.24567675838794e-05
"Method_A","1:2","age_cat_nij","Female Only","full","5yr",0.0320381664982338
"Method_B","1:2","age_cat_nij","Female Only","full","5yr",0.0320381664982338
"Method_C","1:2","age_cat_nij","Female Only","full","5yr",0.0320381664982338
"Method_A","6:4","age_cat_nij","Female Only","full","5yr",0
"Method_B","6:4","age_cat_nij","Female Only","full","5yr",0
"Method_C","6:4","age_cat_nij","Female Only","full","5yr",0
"Method_A","7:3","age_cat_nij","Female Only","full","5yr",3.02400134964964e-05
"Method_B","7:3","age_cat_nij","Female Only","full","5yr",3.02400134964964e-05
"Method_C","7:3","age_cat_nij","Female Only","full","5yr",3.02400134964964e-05
"Method_A","8:2","age_cat_nij","Female Only","full","5yr",1.24567675838794e-05
"Method_B","8:2","age_cat_nij","Female Only","full","5yr",1.24567675838794e-05
"Method_C","8:2","age_cat_nij","Female Only","full","5yr",1.24567675838794e-05
"Method_A","1:2","raw_age_year","Weighting","full","5yr",0.0589393580983814
"Method_B","1:2","raw_age_year","Weighting","full","5yr",0.0589393580983814
"Method_C","1:2","raw_age_year","Weighting","full","5yr",0.0589393580983814
"Method_A","6:4","raw_age_year","Weighting","full","5yr",0.0396797633743134
"Method_B","6:4","raw_age_year","Weighting","full","5yr",0.0396797633743134
"Method_C","6:4","raw_age_year","Weighting","full","5yr",0.0396797633743134
"Method_A","7:3","raw_age_year","Weighting","full","5yr",0.0526293702603714
"Method_B","7:3","raw_age_year","Weighting","full","5yr",0.0526293702603714
"Method_C","7:3","raw_age_year","Weighting","full","5yr",0.0526293702603714
"Method_A","8:2","raw_age_year","Weighting","full","5yr",0.0543085649736242
"Method_B","8:2","raw_age_year","Weighting","full","5yr",0.0543085649736242
"Method_C","8:2","raw_age_year","Weighting","full","5yr",0.0543085649736242
"Method_A","1:2","age_cat_compas","Weighting","full","5yr",0.0589393580983814
"Method_B","1:2","age_cat_compas","Weighting","full","5yr",0.0589393580983814
"Method_C","1:2","age_cat_compas","Weighting","full","5yr",0.0589393580983814
"Method_A","6:4","age_cat_compas","Weighting","full","5yr",0.0396797633743134
"Method_B","6:4","age_cat_compas","Weighting","full","5yr",0.0396797633743134
"Method_C","6:4","age_cat_compas","Weighting","full","5yr",0.0396797633743134
"Method_A","7:3","age_cat_compas","Weighting","full","5yr",0.0526293702603714
"Method_B","7:3","age_cat_compas","Weighting","full","5yr",0.0526293702603714
"Method_C","7:3","age_cat_compas","Weighting","full","5yr",0.0526293702603714
"Method_A","8:2","age_cat_compas","Weighting","full","5yr",0.0543085649736242
"Method_B","8:2","age_cat_compas","Weighting","full","5yr",0.0543085649736242
"Method_C","8:2","age_cat_compas","Weighting","full","5yr",0.0543085649736242
"Method_A","1:2","age_cat_nij","Weighting","full","5yr",0.0589393580983814
"Method_B","1:2","age_cat_nij","Weighting","full","5yr",0.0589393580983814
"Method_C","1:2","age_cat_nij","Weighting","full","5yr",0.0589393580983814
"Method_A","6:4","age_cat_nij","Weighting","full","5yr",0.0396797633743134
"Method_B","6:4","age_cat_nij","Weighting","full","5yr",0.0396797633743134
"Method_C","6:4","age_cat_nij","Weighting","full","5yr",0.0396797633743134
"Method_A","7:3","age_cat_nij","Weighting","full","5yr",0.0526293702603714
"Method_B","7:3","age_cat_nij","Weighting","full","5yr",0.0526293702603714
"Method_C","7:3","age_cat_nij","Weighting","full","5yr",0.0526293702603714
"Method_A","8:2","age_cat_nij","Weighting","full","5yr",0.0543085649736242
"Method_B","8:2","age_cat_nij","Weighting","full","5yr",0.0543085649736242
"Method_C","8:2","age_cat_nij","Weighting","full","5yr",0.0543085649736242
"Method_A","1:2","raw_age_year","Undersampling","final","5yr",0.0490937136134213
"Method_B","1:2","raw_age_year","Undersampling","final","5yr",0.0490937136134213
"Method_C","1:2","raw_age_year","Undersampling","final","5yr",0.0490937136134213
"Method_A","6:4","raw_age_year","Undersampling","final","5yr",0.0162467768248525
"Method_B","6:4","raw_age_year","Undersampling","final","5yr",0.0162467768248525
"Method_C","6:4","raw_age_year","Undersampling","final","5yr",0.0162467768248525
"Method_A","7:3","raw_age_year","Undersampling","final","5yr",0.0245710709844379
"Method_B","7:3","raw_age_year","Undersampling","final","5yr",0.0245710709844379
"Method_C","7:3","raw_age_year","Undersampling","final","5yr",0.0245710709844379
"Method_A","8:2","raw_age_year","Undersampling","final","5yr",0.0197946008186877
"Method_B","8:2","raw_age_year","Undersampling","final","5yr",0.0197946008186877
"Method_C","8:2","raw_age_year","Undersampling","final","5yr",0.0197946008186877
"Method_A","1:2","age_cat_compas","Undersampling","final","5yr",0.0490937136134213
"Method_B","1:2","age_cat_compas","Undersampling","final","5yr",0.0490937136134213
"Method_C","1:2","age_cat_compas","Undersampling","final","5yr",0.0490937136134213
"Method_A","6:4","age_cat_compas","Undersampling","final","5yr",0.0162467768248525
"Method_B","6:4","age_cat_compas","Undersampling","final","5yr",0.0162467768248525
"Method_C","6:4","age_cat_compas","Undersampling","final","5yr",0.0162467768248525
"Method_A","7:3","age_cat_compas","Undersampling","final","5yr",0.0245710709844379
"Method_B","7:3","age_cat_compas","Undersampling","final","5yr",0.0245710709844379
"Method_C","7:3","age_cat_compas","Undersampling","final","5yr",0.0245710709844379
"Method_A","8:2","age_cat_compas","Undersampling","final","5yr",0.0197946008186877
"Method_B","8:2","age_cat_compas","Undersampling","final","5yr",0.0197946008186877
"Method_C","8:2","age_cat_compas","Undersampling","final","5yr",0.0197946008186877
"Method_A","1:2","age_cat_nij","Undersampling","final","5yr",0.0490937136134213
"Method_B","1:2","age_cat_nij","Undersampling","final","5yr",0.0490937136134213
"Method_C","1:2","age_cat_nij","Undersampling","final","5yr",0.0490937136134213
"Method_A","6:4","age_cat_nij","Undersampling","final","5yr",0.0162467768248525
"Method_B","6:4","age_cat_nij","Undersampling","final","5yr",0.0162467768248525
"Method_C","6:4","age_cat_nij","Undersampling","final","5yr",0.0162467768248525
"Method_A","7:3","age_cat_nij","Undersampling","final","5yr",0.0245710709844379
"Method_B","7:3","age_cat_nij","Undersampling","final","5yr",0.0245710709844379
"Method_C","7:3","age_cat_nij","Undersampling","final","5yr",0.0245710709844379
"Method_A","8:2","age_cat_nij","Undersampling","final","5yr",0.0197946008186877
"Method_B","8:2","age_cat_nij","Undersampling","final","5yr",0.0197946008186877
"Method_C","8:2","age_cat_nij","Undersampling","final","5yr",0.0197946008186877
"Method_A","1:2","raw_age_year","Oversampling","final","5yr",0.0618197715125471
"Method_B","1:2","raw_age_year","Oversampling","final","5yr",0.0618197715125471
"Method_C","1:2","raw_age_year","Oversampling","final","5yr",0.0618197715125471
"Method_A","6:4","raw_age_year","Oversampling","final","5yr",0.0190988561415956
"Method_B","6:4","raw_age_year","Oversampling","final","5yr",0.0190988561415956
"Method_C","6:4","raw_age_year","Oversampling","final","5yr",0.0190988561415956
"Method_A","7:3","raw_age_year","Oversampling","final","5yr",0.0269753357972847
"Method_B","7:3","raw_age_year","Oversampling","final","5yr",0.0269753357972847
"Method_C","7:3","raw_age_year","Oversampling","final","5yr",0.0269753357972847
"Method_A","8:2","raw_age_year","Oversampling","final","5yr",0.0344330938553135
"Method_B","8:2","raw_age_year","Oversampling","final","5yr",0.0344330938553135
"Method_C","8:2","raw_age_year","Oversampling","final","5yr",0.0344330938553135
"Method_A","1:2","age_cat_compas","Oversampling","final","5yr",0.0618197715125471
"Method_B","1:2","age_cat_compas","Oversampling","final","5yr",0.0618197715125471
"Method_C","1:2","age_cat_compas","Oversampling","final","5yr",0.0618197715125471
"Method_A","6:4","age_cat_compas","Oversampling","final","5yr",0.0190988561415956
"Method_B","6:4","age_cat_compas","Oversampling","final","5yr",0.0190988561415956
"Method_C","6:4","age_cat_compas","Oversampling","final","5yr",0.0190988561415956
"Method_A","7:3","age_cat_compas","Oversampling","final","5yr",0.0269753357972847
"Method_B","7:3","age_cat_compas","Oversampling","final","5yr",0.0269753357972847
"Method_C","7:3","age_cat_compas","Oversampling","final","5yr",0.0269753357972847
"Method_A","8:2","age_cat_compas","Oversampling","final","5yr",0.0344330938553135
"Method_B","8:2","age_cat_compas","Oversampling","final","5yr",0.0344330938553135
"Method_C","8:2","age_cat_compas","Oversampling","final","5yr",0.0344330938553135
"Method_A","1:2","age_cat_nij","Oversampling","final","5yr",0.0618197715125471
"Method_B","1:2","age_cat_nij","Oversampling","final","5yr",0.0618197715125471
"Method_C","1:2","age_cat_nij","Oversampling","final","5yr",0.0618197715125471
"Method_A","6:4","age_cat_nij","Oversampling","final","5yr",0.0190988561415956
"Method_B","6:4","age_cat_nij","Oversampling","final","5yr",0.0190988561415956
"Method_C","6:4","age_cat_nij","Oversampling","final","5yr",0.0190988561415956
"Method_A","7:3","age_cat_nij","Oversampling","final","5yr",0.0269753357972847
"Method_B","7:3","age_cat_nij","Oversampling","final","5yr",0.0269753357972847
"Method_C","7:3","age_cat_nij","Oversampling","final","5yr",0.0269753357972847
"Method_A","8:2","age_cat_nij","Oversampling","final","5yr",0.0344330938553135
"Method_B","8:2","age_cat_nij","Oversampling","final","5yr",0.0344330938553135
"Method_C","8:2","age_cat_nij","Oversampling","final","5yr",0.0344330938553135
"Method_A","1:2","raw_age_year","Male Only","final","5yr",0.124799606500297
"Method_B","1:2","raw_age_year","Male Only","final","5yr",0.124799606500297
"Method_C","1:2","raw_age_year","Male Only","final","5yr",0.124799606500297
"Method_A","6:4","raw_age_year","Male Only","final","5yr",0.126408449418208
"Method_B","6:4","raw_age_year","Male Only","final","5yr",0.126408449418208
"Method_C","6:4","raw_age_year","Male Only","final","5yr",0.126408449418208
"Method_A","7:3","raw_age_year","Male Only","final","5yr",0.127069355416021
"Method_B","7:3","raw_age_year","Male Only","final","5yr",0.127069355416021
"Method_C","7:3","raw_age_year","Male Only","final","5yr",0.127069355416021
"Method_A","8:2","raw_age_year","Male Only","final","5yr",0.121324560026293
"Method_B","8:2","raw_age_year","Male Only","final","5yr",0.121324560026293
"Method_C","8:2","raw_age_year","Male Only","final","5yr",0.121324560026293
"Method_A","1:2","age_cat_compas","Male Only","final","5yr",0.124799606500297
"Method_B","1:2","age_cat_compas","Male Only","final","5yr",0.124799606500297
"Method_C","1:2","age_cat_compas","Male Only","final","5yr",0.124799606500297
"Method_A","6:4","age_cat_compas","Male Only","final","5yr",0.126408449418208
"Method_B","6:4","age_cat_compas","Male Only","final","5yr",0.126408449418208
"Method_C","6:4","age_cat_compas","Male Only","final","5yr",0.126408449418208
"Method_A","7:3","age_cat_compas","Male Only","final","5yr",0.127069355416021
"Method_B","7:3","age_cat_compas","Male Only","final","5yr",0.127069355416021
"Method_C","7:3","age_cat_compas","Male Only","final","5yr",0.127069355416021
"Method_A","8:2","age_cat_compas","Male Only","final","5yr",0.121324560026293
"Method_B","8:2","age_cat_compas","Male Only","final","5yr",0.121324560026293
"Method_C","8:2","age_cat_compas","Male Only","final","5yr",0.121324560026293
"Method_A","1:2","age_cat_nij","Male Only","final","5yr",0.124799606500297
"Method_B","1:2","age_cat_nij","Male Only","final","5yr",0.124799606500297
"Method_C","1:2","age_cat_nij","Male Only","final","5yr",0.124799606500297
"Method_A","6:4","age_cat_nij","Male Only","final","5yr",0.126408449418208
"Method_B","6:4","age_cat_nij","Male Only","final","5yr",0.126408449418208
"Method_C","6:4","age_cat_nij","Male Only","final","5yr",0.126408449418208
"Method_A","7:3","age_cat_nij","Male Only","final","5yr",0.127069355416021
"Method_B","7:3","age_cat_nij","Male Only","final","5yr",0.127069355416021
"Method_C","7:3","age_cat_nij","Male Only","final","5yr",0.127069355416021
"Method_A","8:2","age_cat_nij","Male Only","final","5yr",0.121324560026293
"Method_B","8:2","age_cat_nij","Male Only","final","5yr",0.121324560026293
"Method_C","8:2","age_cat_nij","Male Only","final","5yr",0.121324560026293
"Method_A","1:2","raw_age_year","Female Only","final","5yr",0.0516865889359256
"Method_B","1:2","raw_age_year","Female Only","final","5yr",0.0516865889359256
"Method_C","1:2","raw_age_year","Female Only","final","5yr",0.0516865889359256
"Method_A","6:4","raw_age_year","Female Only","final","5yr",0
"Method_B","6:4","raw_age_year","Female Only","final","5yr",0
